Date,Zero,One,Two,Three,Four,Five,Six,Seven,Eight,Nine
2019-11-17,11,15,13,11,5,11,11,9,10,11
2019-11-18,12,20,13,11,12,11,7,8,5,8
2019-11-19,9,14,6,10,12,9,15,8,15,9
2019-11-20,14,9,10,10,11,19,8,13,4,9
2019-11-21,13,10,9,11,11,15,8,10,14,6
2019-11-22,9,11,9,16,9,11,7,14,11,10
2019-11-23,7,14,13,6,13,7,13,13,11,10
2019-11-24,10,10,8,15,9,9,9,16,9,12
2019-11-25,9,13,6,10,12,11,12,10,13,11
2019-11-26,10,9,9,14,14,11,13,4,11,12
2019-11-27,10,5,15,11,15,12,15,9,6,9
2019-11-28,7,13,14,12,16,5,8,9,13,10
2019-11-29,10,7,7,20,12,13,11,7,14,6
2019-11-30,10,8,7,10,14,11,12,11,15,9
2019-12-01,10,8,14,8,8,8,9,18,14,10
2019-12-02,10,10,10,10,8,13,9,15,12,10
2019-12-03,10,12,3,11,11,8,9,16,10,17
2019-12-04,9,14,11,11,9,9,11,11,8,14
2019-12-05,8,8,14,11,14,6,12,10,11,13
2019-12-06,8,10,15,6,11,10,12,13,12,10
2019-12-07,7,10,16,7,6,10,17,8,13,13
2019-12-08,7,9,10,10,10,11,17,9,9,15
2019-12-09,14,12,12,15,6,10,5,12,11,10
2019-12-10,10,10,12,10,12,6,14,11,10,12
2019-12-11,10,11,11,4,12,18,4,15,8,14
2019-12-12,10,9,14,12,10,6,8,16,11,11
2019-12-13,10,10,9,12,14,8,14,8,12,10
2019-12-14,12,5,11,8,12,11,10,10,13,15
2019-12-15,11,10,13,9,9,12,10,13,11,9
2019-12-16,9,13,9,14,11,10,9,7,13,12
2019-12-17,6,14,14,9,11,10,13,16,9,5
2019-12-18,12,9,11,6,13,7,11,8,15,15
2019-12-19,9,7,14,12,14,6,10,10,9,16
2019-12-20,16,12,6,6,9,9,9,13,17,10
2019-12-21,13,9,10,9,13,13,12,9,9,10
2019-12-22,11,9,12,13,10,7,11,9,12,13
2019-12-23,12,10,14,10,16,8,10,11,5,11
2019-12-24,5,9,13,13,12,12,9,8,13,13
2019-12-25,11,12,10,16,13,14,5,10,7,9
2019-12-26,11,4,11,9,17,13,7,11,11,13
2019-12-27,7,10,5,11,13,9,20,10,17,5
2019-12-28,14,12,14,11,6,8,10,9,15,8
2019-12-29,15,12,13,8,10,13,10,8,11,7
2019-12-30,13,18,6,9,13,9,6,12,12,9
2019-12-31,7,12,10,7,14,8,8,15,10,16
2020-01-01,12,10,8,9,10,11,12,9,12,14
2020-01-02,9,13,9,7,12,7,13,13,14,10
2020-01-03,12,8,8,18,8,7,10,11,16,9
2020-01-04,10,14,8,7,11,6,8,16,13,14
2020-01-05,10,7,9,6,12,14,10,10,12,17
2020-01-06,12,10,9,10,18,13,10,10,8,7
2020-01-07,5,17,10,12,14,12,6,8,13,10
2020-01-08,10,11,10,10,12,16,5,11,9,13
2020-01-09,14,8,6,9,11,9,11,18,12,9
2020-01-10,10,8,12,12,12,8,13,4,14,14
2020-01-11,15,11,13,10,8,7,7,11,15,10
2020-01-12,16,14,9,8,12,12,11,3,10,12
2020-01-13,13,15,10,8,16,7,11,13,8,6
2020-01-14,8,13,10,9,8,7,13,12,14,13
2020-01-15,14,14,12,13,11,7,8,8,13,7
2020-01-16,5,15,16,12,9,10,11,7,10,12
2020-01-17,11,10,9,5,18,7,7,22,10,8
2020-01-18,13,13,6,12,11,7,5,12,16,12
2020-01-19,7,14,21,10,9,11,9,11,5,10
2020-01-20,9,12,12,11,10,11,10,9,9,14
2020-01-21,10,10,9,11,9,15,7,16,11,9
2020-01-22,7,8,8,9,12,13,14,9,12,15
2020-01-23,12,10,6,13,9,8,10,12,17,10
2020-01-24,0,0,0,0,0,0,0,0,0,0
2020-01-25,0,0,0,0,0,0,0,0,0,0
2020-01-26,0,0,0,0,0,0,0,0,0,0
2020-01-27,0,0,0,0,0,0,0,0,0,0
2020-01-28,9,15,8,15,11,11,10,9,12,7
2020-01-29,13,9,11,13,9,9,6,9,17,11
2020-01-30,7,14,18,9,9,13,5,11,13,8
2020-01-31,7,9,9,12,11,12,14,9,11,13
2020-02-01,7,12,14,12,11,11,11,10,12,7
2020-02-02,9,13,9,11,10,10,10,12,10,13
2020-02-03,11,12,8,7,10,12,4,15,12,16
2020-02-04,9,15,12,14,11,9,10,11,6,10
2020-02-05,11,6,12,9,8,10,13,11,12,15
2020-02-06,11,7,12,15,4,13,14,9,12,10
2020-02-07,8,15,10,11,13,9,8,8,11,14
2020-02-08,10,16,10,9,10,11,11,7,10,13
2020-02-09,15,9,8,8,12,7,10,14,17,7
2020-02-10,13,8,12,6,13,9,10,14,10,12
2020-02-11,11,15,6,12,9,13,15,7,7,12
2020-02-12,6,9,7,12,14,10,11,12,16,10
2020-02-13,10,9,12,14,13,8,15,8,11,7
2020-02-14,10,7,15,8,15,11,10,7,13,11
2020-02-15,14,7,8,9,17,9,9,10,13,11
2020-02-16,13,7,8,12,11,9,9,12,8,18
2020-02-17,17,11,12,7,6,11,8,13,11,11
2020-02-18,12,12,12,12,8,6,12,15,8,10
2020-02-19,6,11,8,18,8,17,9,9,11,10
2020-02-20,11,14,10,6,15,9,8,6,12,16
2020-02-21,11,11,9,9,7,13,18,10,11,8
2020-02-22,11,7,9,15,11,10,10,16,8,10
2020-02-23,13,6,12,9,8,10,11,20,12,6
2020-02-24,9,18,9,11,10,10,14,6,11,9
2020-02-25,8,13,12,11,11,5,13,10,9,15
2020-02-26,8,17,11,11,10,5,9,6,16,14
2020-02-27,12,7,14,12,11,10,10,12,9,10
2020-02-28,11,10,11,5,12,12,11,11,12,12
2020-02-29,10,10,12,11,8,12,10,12,15,7
2020-03-01,13,14,8,7,11,6,12,13,11,12
2020-03-02,10,5,14,11,9,13,11,13,14,7
2020-03-03,9,10,15,11,7,11,11,6,15,12
2020-03-04,9,11,10,15,12,11,7,12,8,12
2020-03-05,9,6,5,15,13,13,11,13,10,12
2020-03-06,16,11,8,20,6,8,9,14,9,6
2020-03-07,9,13,10,13,7,14,8,16,12,5
2020-03-08,11,9,13,14,11,17,8,7,8,9
2020-03-09,9,7,12,8,7,8,15,14,15,12
2020-03-10,9,14,8,6,10,15,11,12,5,17
2020-03-11,13,14,14,8,13,10,9,6,8,12
2020-03-12,7,12,13,14,10,14,9,9,9,10
2020-03-13,17,14,15,8,10,6,1,7,16,13
2020-03-14,14,19,10,5,7,14,8,10,10,10
2020-03-15,10,19,10,9,13,12,10,8,11,5
2020-03-16,17,8,12,4,14,12,9,12,10,9
2020-03-17,7,11,13,13,14,10,8,12,8,11
2020-03-18,6,13,14,8,13,10,10,10,12,11
2020-03-19,9,15,15,13,7,5,10,9,12,12
2020-03-20,8,17,5,10,12,10,14,15,10,6
2020-03-21,7,11,11,12,13,12,9,14,8,10
2020-03-22,13,13,15,12,12,7,7,8,7,13
2020-03-23,13,11,6,8,12,12,8,14,10,13
2020-03-24,8,11,11,14,11,10,5,12,12,13
2020-03-25,9,9,10,11,19,11,10,9,15,4
2020-03-26,13,9,8,15,9,12,11,6,12,12
2020-03-27,8,9,13,10,11,13,7,10,10,16
2020-03-28,12,13,4,14,7,13,11,12,7,14
2020-03-29,7,10,13,10,7,11,13,10,11,15
2020-03-30,13,7,12,11,11,13,7,7,10,16
2020-03-31,8,22,8,6,10,12,10,7,12,12
2020-04-01,0,0,0,0,0,0,0,0,0,0
2020-04-02,0,0,0,0,0,0,0,0,0,0
2020-04-03,0,0,0,0,0,0,0,0,0,0
2020-04-04,0,0,0,0,0,0,0,0,0,0
2020-04-05,0,0,0,0,0,0,0,0,0,0
2020-04-06,0,0,0,0,0,0,0,0,0,0
2020-04-07,0,0,0,0,0,0,0,0,0,0
2020-04-08,0,0,0,0,0,0,0,0,0,0
2020-04-09,0,0,0,0,0,0,0,0,0,0
2020-04-10,0,0,0,0,0,0,0,0,0,0
2020-04-11,0,0,0,0,0,0,0,0,0,0
2020-04-12,0,0,0,0,0,0,0,0,0,0
2020-04-13,0,0,0,0,0,0,0,0,0,0
2020-04-14,0,0,0,0,0,0,0,0,0,0
2020-04-15,0,0,0,0,0,0,0,0,0,0
2020-04-16,0,0,0,0,0,0,0,0,0,0
2020-04-17,0,0,0,0,0,0,0,0,0,0
2020-04-18,0,0,0,0,0,0,0,0,0,0
2020-04-19,0,0,0,0,0,0,0,0,0,0
2020-04-20,0,0,0,0,0,0,0,0,0,0
2020-04-21,0,0,0,0,0,0,0,0,0,0
2020-04-22,0,0,0,0,0,0,0,0,0,0
2020-04-23,11,10,19,9,14,8,9,5,14,8
2020-04-24,11,19,6,9,9,9,9,15,10,10
2020-04-25,12,10,9,7,17,10,11,9,15,7
2020-04-26,12,9,8,10,8,9,15,10,16,10
2020-04-27,10,14,9,6,12,10,8,13,16,9
2020-04-28,12,11,9,14,15,11,12,8,7,8
2020-04-29,15,9,11,12,8,11,10,15,7,9
2020-04-30,12,12,11,10,6,12,7,12,10,15
2020-05-01,7,8,12,11,9,12,12,7,12,17
2020-05-02,12,11,13,12,12,8,7,12,11,9
2020-05-03,8,8,7,7,11,12,9,18,20,7
2020-05-04,8,13,14,9,8,8,12,10,10,15
2020-05-05,12,7,11,14,7,10,12,12,10,12
2020-05-06,7,12,8,14,13,13,15,9,9,7
2020-05-07,13,15,12,11,10,5,15,9,8,9
2020-05-08,10,8,10,6,11,13,14,15,9,11
2020-05-09,10,11,14,9,10,11,5,14,12,11
2020-05-10,15,9,13,8,14,10,12,9,9,8
2020-05-11,10,8,4,9,10,21,15,9,10,11
2020-05-12,10,7,13,11,11,17,10,10,8,10
2020-05-13,10,9,15,11,9,11,11,13,13,5
2020-05-14,5,16,7,14,18,6,11,18,7,5
2020-05-15,7,10,7,17,10,7,8,17,11,13
2020-05-16,5,12,9,11,12,12,10,12,14,10
2020-05-17,8,10,5,17,12,11,11,12,16,5
2020-05-18,7,12,8,11,21,9,13,8,7,11
2020-05-19,11,12,8,11,13,18,6,14,7,7
2020-05-20,6,11,11,10,8,14,11,10,16,10
2020-05-21,9,13,10,8,11,9,11,15,7,14
2020-05-22,4,14,11,10,8,6,7,16,15,16
2020-05-23,11,20,6,13,7,8,4,16,9,13
2020-05-24,8,10,7,17,7,16,10,9,16,7
2020-05-25,10,19,9,9,13,10,6,13,10,8
2020-05-26,13,19,7,8,11,12,9,14,5,9
2020-05-27,19,13,6,8,12,12,12,9,8,8
2020-05-28,8,13,10,12,10,11,6,13,13,11
2020-05-29,11,13,9,12,5,9,11,11,17,9
2020-05-30,11,8,13,7,12,15,9,8,13,11
2020-05-31,5,13,7,16,16,8,12,9,10,11
2020-06-01,9,11,8,14,8,10,10,12,11,14
2020-06-02,7,11,13,9,7,14,11,15,8,12
2020-06-03,13,9,7,18,12,9,4,13,9,13
2020-06-04,8,10,10,14,13,10,12,7,10,13
2020-06-05,13,8,12,18,7,7,12,12,8,10
2020-06-06,7,8,16,21,12,10,7,8,9,9
2020-06-07,8,13,12,6,12,10,13,9,12,12
2020-06-08,10,16,8,7,9,10,11,12,15,9
2020-06-09,14,6,12,8,9,16,9,12,9,12
2020-06-10,10,15,5,16,16,5,15,7,10,8
2020-06-11,15,11,5,14,14,9,10,12,7,10
2020-06-12,12,6,11,14,16,8,11,8,12,9
2020-06-13,9,9,7,13,11,11,13,15,8,11
2020-06-14,11,8,11,16,12,8,9,9,10,13
2020-06-15,12,10,18,9,11,8,6,13,11,9
2020-06-16,16,8,7,9,11,10,6,16,10,14
2020-06-17,7,10,10,10,8,9,11,23,9,10
2020-06-18,17,12,15,8,10,8,6,12,10,9
2020-06-19,15,5,9,16,15,9,13,8,9,8
2020-06-20,9,12,6,8,12,9,7,12,18,14
2020-06-21,13,11,10,9,6,14,7,11,12,14
2020-06-22,16,7,10,12,10,15,14,7,5,11
2020-06-23,12,8,12,18,11,7,14,9,10,6
2020-06-24,16,5,9,8,9,11,13,11,10,15
2020-06-25,11,6,16,12,11,5,10,11,12,13
2020-06-26,8,12,12,13,10,11,8,14,11,8
2020-06-27,11,9,12,10,14,7,13,13,7,11
2020-06-28,8,6,10,15,13,12,7,9,12,15
2020-06-29,9,9,12,8,7,12,14,16,12,8
2020-06-30,14,7,12,10,8,10,14,15,7,10
2020-07-01,6,9,9,11,14,18,11,10,8,11
2020-07-02,12,17,9,5,6,11,11,14,12,10
2020-07-03,9,11,16,3,9,9,6,18,15,11
2020-07-04,18,13,8,8,6,15,5,13,8,13
2020-07-05,10,14,10,5,11,15,9,8,15,10
2020-07-06,10,9,14,6,13,9,10,13,15,8
2020-07-07,15,11,8,9,10,9,7,16,10,12
2020-07-08,16,9,4,19,8,10,8,13,9,11
2020-07-09,14,14,7,12,15,8,5,17,9,6
2020-07-10,7,5,14,7,12,17,10,13,14,8
2020-07-11,8,15,9,9,12,8,9,7,17,13
2020-07-12,14,12,11,11,8,7,13,9,13,9
2020-07-13,21,5,13,12,9,7,10,10,11,9
2020-07-14,8,13,10,13,11,4,18,7,11,12
2020-07-15,18,16,8,8,13,8,7,9,8,12
2020-07-16,11,11,13,8,10,10,9,10,15,10
2020-07-17,11,11,9,8,7,10,15,6,14,16
2020-07-18,12,7,11,14,8,11,13,11,12,8
2020-07-19,13,15,9,9,11,7,12,7,12,12
2020-07-20,9,11,16,12,8,8,10,12,9,12
2020-07-21,10,10,11,11,20,6,14,8,9,8
2020-07-22,9,7,12,7,15,11,11,8,12,15
2020-07-23,16,10,13,13,6,15,12,7,5,10
2020-07-24,9,6,15,13,14,15,5,14,8,8
2020-07-25,14,10,14,13,10,14,5,7,9,11
2020-07-26,10,19,4,7,7,11,11,10,16,12
2020-07-27,11,9,7,13,15,10,9,9,10,14
2020-07-28,7,9,15,14,11,14,6,9,10,12
2020-07-29,7,12,7,9,7,8,14,13,12,18
2020-07-30,11,21,15,13,13,3,5,6,12,8
2020-07-31,9,13,11,12,6,15,13,8,9,11
2020-08-01,12,15,6,7,13,10,14,10,6,14
2020-08-02,12,9,13,13,7,11,14,10,6,12
2020-08-03,9,8,13,11,10,17,10,5,10,14
2020-08-04,14,16,4,9,12,11,7,14,14,6
2020-08-05,8,7,15,11,10,18,7,8,7,16
2020-08-06,12,8,12,7,9,17,11,11,12,8
2020-08-07,14,11,7,17,7,8,6,11,14,12
2020-08-08,8,6,9,7,15,18,7,13,15,9
2020-08-09,11,10,7,9,17,12,7,14,9,11
2020-08-10,16,12,10,7,15,10,10,6,8,13
2020-08-11,9,8,19,18,10,12,6,9,7,9
2020-08-12,8,13,10,15,10,13,10,7,12,9
2020-08-13,15,6,10,7,10,9,9,14,13,14
2020-08-14,7,12,13,9,11,14,14,4,8,15
2020-08-15,7,11,7,13,11,12,5,13,15,13
2020-08-16,9,13,19,11,12,8,7,8,10,10
2020-08-17,10,7,13,14,14,10,9,8,11,11
2020-08-18,14,9,8,11,17,13,6,12,5,12
2020-08-19,13,13,17,4,6,10,11,8,9,16
2020-08-20,13,14,10,6,9,13,9,13,11,9
2020-08-21,10,8,7,10,12,11,13,11,10,15
2020-08-22,7,10,7,16,12,16,5,11,14,9
2020-08-23,16,15,8,5,9,9,9,14,11,11
2020-08-24,10,15,7,8,12,12,14,7,7,15
2020-08-25,13,12,14,9,11,7,11,9,10,11
2020-08-26,7,8,9,9,14,7,16,7,22,8
2020-08-27,8,10,8,10,13,11,10,12,16,9
2020-08-28,6,9,12,10,11,8,16,4,14,17
2020-08-29,19,9,9,15,7,12,7,6,16,7
2020-08-30,13,11,7,16,12,9,8,6,15,10
2020-08-31,9,19,9,11,12,6,11,13,10,7
2020-09-01,4,10,14,6,11,16,9,12,10,15
2020-09-02,9,6,5,17,13,10,11,14,12,10
2020-09-03,7,11,8,14,11,11,5,7,20,13
2020-09-04,11,15,10,9,15,14,9,10,10,4
2020-09-05,14,14,15,10,16,8,8,8,8,6
2020-09-06,10,12,9,8,9,15,12,8,12,12
2020-09-07,7,13,17,11,7,17,9,7,6,13
2020-09-08,6,15,11,16,7,20,6,7,10,9
2020-09-09,17,10,15,12,7,2,11,8,14,11
2020-09-10,16,8,7,9,13,12,6,9,13,14
2020-09-11,5,11,12,8,10,18,11,7,12,13
2020-09-12,10,15,11,8,11,12,7,10,15,8
2020-09-13,10,14,12,7,17,8,11,4,12,12
2020-09-14,7,10,13,14,6,10,10,9,15,13
2020-09-15,12,11,13,12,10,15,6,8,8,12
2020-09-16,7,13,12,19,14,11,3,7,8,13
2020-09-17,11,16,5,14,10,6,12,9,13,11
2020-09-18,12,8,15,12,13,5,9,10,9,14
2020-09-19,9,8,16,12,12,12,7,12,11,8
2020-09-20,13,12,9,9,8,13,10,15,7,11
2020-09-21,3,16,9,10,13,9,11,11,13,12
2020-09-22,9,8,4,9,12,11,15,13,16,10
2020-09-23,7,21,11,11,8,4,14,15,9,7
2020-09-24,12,9,11,9,11,6,17,10,10,12
2020-09-25,17,16,5,13,13,8,4,15,6,10
2020-09-26,6,10,9,11,11,9,10,18,13,10
2020-09-27,9,11,11,12,8,11,16,10,10,9
2020-09-28,5,11,10,14,10,12,12,6,12,15
2020-09-29,10,14,10,17,14,6,5,8,12,11
2020-09-30,7,9,11,8,13,12,13,10,13,11
2020-10-01,13,12,10,12,13,4,12,6,9,16
2020-10-02,14,12,8,12,10,7,9,10,11,14
2020-10-03,11,12,10,12,9,6,7,11,13,16
2020-10-04,17,4,10,7,12,4,12,6,20,15
2020-10-05,7,11,15,11,13,10,7,12,9,12
2020-10-06,5,11,12,14,11,14,8,10,9,13
2020-10-07,11,14,8,12,7,11,9,9,9,17
2020-10-08,12,10,11,8,9,11,11,13,8,14
2020-10-09,10,13,11,11,12,10,8,10,11,11
2020-10-10,9,14,12,11,7,9,6,17,11,11
2020-10-11,15,9,12,7,7,7,19,10,11,10
2020-10-12,13,13,10,9,7,11,11,13,13,7
2020-10-13,11,10,13,12,10,6,12,8,14,11
2020-10-14,12,13,12,8,8,7,15,9,10,13
2020-10-15,13,9,13,11,11,13,8,9,13,7
2020-10-16,15,21,7,9,11,8,6,10,12,8
2020-10-17,12,15,8,13,12,7,6,8,12,14
2020-10-18,17,13,14,6,11,7,15,9,6,9
2020-10-19,10,8,9,11,13,6,13,14,13,10
2020-10-20,12,12,11,10,10,9,13,12,8,10
2020-10-21,16,15,10,10,9,11,10,10,8,8
2020-10-22,12,14,6,8,14,6,12,13,12,10
2020-10-23,14,9,16,9,12,10,9,9,11,8
2020-10-24,7,13,9,6,15,11,10,12,14,10
2020-10-25,10,11,10,13,10,10,11,10,9,13
2020-10-26,12,14,8,9,11,7,9,8,12,17
2020-10-27,8,14,5,12,12,17,11,8,8,12
2020-10-28,14,13,8,11,8,7,13,9,14,10
2020-10-29,10,12,11,13,9,13,11,6,15,7
2020-10-30,7,12,11,12,4,16,14,12,14,5
2020-10-31,10,11,13,12,11,9,13,6,10,12
2020-11-01,8,7,8,16,6,10,12,16,12,12
2020-11-02,12,9,11,10,13,1,8,12,13,18
2020-11-03,13,13,11,15,13,10,10,9,6,7
2020-11-04,7,16,10,12,10,18,6,10,12,6
2020-11-05,9,14,8,6,15,8,12,7,15,13
2020-11-06,11,9,9,10,14,11,13,11,13,6
2020-11-07,16,9,6,9,13,7,12,10,17,8
2020-11-08,8,10,14,7,15,7,12,15,8,11
2020-11-09,11,4,10,9,16,11,9,11,15,11
2020-11-10,13,11,9,9,13,7,10,14,12,9
2020-11-11,11,17,13,10,18,6,11,7,5,9
2020-11-12,11,12,9,12,16,9,10,14,5,9
2020-11-13,10,11,9,15,12,12,7,7,14,10
2020-11-14,9,18,12,6,17,8,12,10,12,3
2020-11-15,10,7,11,9,10,11,10,10,14,15
2020-11-16,14,9,13,9,18,12,11,5,7,9
2020-11-17,10,6,18,5,11,11,15,10,9,12
2020-11-18,16,11,7,8,6,8,15,7,17,12
2020-11-19,11,11,6,9,11,8,11,15,11,14
2020-11-20,13,12,9,13,7,10,12,10,12,9
2020-11-21,7,9,7,8,13,13,8,13,15,14
2020-11-22,10,12,14,8,7,12,13,14,8,9
2020-11-23,14,7,8,8,8,10,8,16,12,16
2020-11-24,15,11,9,9,13,12,15,6,8,9
2020-11-25,13,11,10,7,12,10,9,11,13,11
2020-11-26,11,8,13,6,13,10,18,7,14,7
2020-11-27,14,12,8,10,6,11,14,8,12,12
2020-11-28,12,9,7,10,10,13,15,10,9,12
2020-11-29,6,10,12,6,11,18,12,7,12,13
2020-11-30,9,13,10,7,13,12,10,5,13,15
2020-12-01,10,10,8,15,5,11,15,9,11,13
2020-12-02,12,12,13,12,9,6,8,18,11,6
2020-12-03,11,13,11,4,14,11,10,11,13,9
2020-12-04,11,10,8,11,11,12,12,10,11,11
2020-12-05,9,11,12,11,13,9,11,9,8,14
2020-12-06,17,8,8,10,13,18,9,5,11,8
2020-12-07,10,6,16,11,4,16,4,13,13,14
2020-12-08,11,10,16,12,10,6,8,13,9,12
2020-12-09,19,11,7,11,10,10,5,11,10,13
2020-12-10,11,15,9,17,10,9,8,15,7,6
2020-12-11,9,8,11,11,14,7,8,8,15,16
2020-12-12,10,10,13,4,17,10,9,8,11,15
2020-12-13,17,7,16,7,7,9,12,7,14,11
2020-12-14,6,14,10,10,15,6,12,11,10,13
2020-12-15,13,13,9,12,11,7,7,14,8,13
2020-12-16,9,7,10,16,10,10,15,10,10,10
2020-12-17,9,12,13,7,12,15,9,3,11,16
2020-12-18,14,11,9,12,18,7,7,10,6,13
2020-12-19,7,11,11,11,9,13,15,13,9,8
2020-12-20,17,14,7,11,7,8,12,8,9,14
2020-12-21,11,7,11,11,8,7,7,14,19,12
2020-12-22,11,8,12,9,10,8,16,13,11,9
2020-12-23,6,17,14,5,8,12,7,10,16,12
2020-12-24,8,6,14,5,16,13,10,9,8,18
2020-12-25,6,12,17,12,10,15,8,10,7,10
2020-12-26,6,15,11,8,10,6,12,14,11,14
2020-12-27,13,14,7,15,7,8,7,11,9,16
2020-12-28,12,14,9,11,11,13,11,6,9,11
2020-12-29,12,18,11,8,9,10,8,11,8,12
2020-12-30,9,7,8,13,14,14,8,10,7,17
2020-12-31,20,9,10,8,14,7,12,14,7,6
2021-01-01,6,11,10,12,8,15,11,10,12,12
2021-01-02,11,11,11,10,10,11,10,10,13,10
2021-01-03,13,14,8,7,11,15,6,11,13,9
2021-01-04,7,15,7,7,10,11,7,13,13,17
2021-01-05,10,8,10,14,12,10,12,11,10,10
2021-01-06,12,13,10,5,17,5,9,12,9,15
2021-01-07,7,10,7,6,21,11,10,8,18,9
2021-01-08,15,7,10,13,11,8,15,16,5,7
2021-01-09,12,13,11,13,7,9,10,10,12,10
2021-01-10,11,17,8,5,16,9,11,16,8,6
2021-01-11,15,15,6,11,9,13,6,12,10,10
2021-01-12,12,13,9,11,8,13,9,17,7,8
2021-01-13,7,12,12,10,9,7,13,13,11,13
2021-01-14,20,16,11,15,7,8,10,5,8,7
2021-01-15,11,8,12,13,11,9,12,7,15,9
2021-01-16,8,14,9,9,12,8,12,14,13,8
2021-01-17,12,13,5,4,13,13,15,15,9,8
2021-01-18,11,12,13,12,10,11,6,10,11,11
2021-01-19,6,11,14,15,10,10,10,9,12,10
2021-01-20,14,14,7,12,12,12,8,12,9,7
2021-01-21,8,6,9,5,10,17,15,12,9,16
2021-01-22,12,10,12,7,12,12,13,9,8,12
2021-01-23,11,16,9,13,11,9,12,5,12,9
2021-01-24,8,14,14,12,12,11,7,13,10,6
2021-01-25,9,13,6,12,9,8,9,17,12,12
2021-01-26,13,11,11,12,12,8,8,12,9,11
2021-01-27,10,12,7,5,14,17,10,14,9,9
2021-01-28,12,15,10,6,12,11,7,9,13,12
2021-01-29,12,10,7,11,10,9,12,10,11,15
2021-01-30,15,15,10,8,8,10,11,8,9,13
2021-01-31,6,16,12,11,7,7,7,13,16,12
2021-02-01,8,10,9,21,12,8,9,10,11,9
2021-02-02,16,8,4,8,12,11,15,14,8,11
2021-02-03,12,7,15,12,10,10,17,8,10,6
2021-02-04,4,12,14,12,14,13,8,9,10,11
2021-02-05,9,12,14,7,13,8,9,12,16,7
2021-02-06,10,18,9,10,4,5,9,10,16,16
2021-02-07,8,14,10,10,14,14,8,15,6,8
2021-02-08,5,9,9,9,15,8,4,10,16,22
2021-02-09,7,8,11,13,7,12,15,6,16,12
2021-02-10,12,13,11,11,10,6,11,6,8,19
2021-02-11,0,0,0,0,0,0,0,0,0,0
2021-02-12,0,0,0,0,0,0,0,0,0,0
2021-02-13,0,0,0,0,0,0,0,0,0,0
2021-02-14,0,0,0,0,0,0,0,0,0,0
2021-02-15,6,11,7,10,11,13,12,7,16,14
2021-02-16,12,9,13,10,11,12,10,13,8,9
2021-02-17,12,3,10,8,9,11,15,16,12,11
2021-02-18,15,4,13,15,12,4,12,9,11,12
2021-02-19,13,11,10,14,10,12,13,3,10,11
2021-02-20,12,7,7,12,16,6,10,16,12,9
2021-02-21,15,6,7,4,14,13,7,15,12,14
2021-02-22,10,7,12,13,12,10,12,14,11,6
2021-02-23,10,16,7,9,10,9,12,10,14,10
2021-02-24,9,9,10,12,10,8,14,9,13,13
2021-02-25,8,14,9,9,12,13,7,11,12,12
2021-02-26,15,11,10,14,8,11,16,10,5,7
2021-02-27,8,8,15,14,8,7,10,13,16,8
2021-02-28,16,5,11,12,14,15,4,14,8,8
2021-03-01,11,11,5,9,7,9,15,12,14,14
2021-03-02,9,9,6,10,12,14,17,8,13,9
2021-03-03,12,5,12,10,11,6,16,15,9,11
2021-03-04,12,12,9,16,7,13,11,7,10,10
2021-03-05,9,14,14,10,9,10,11,12,6,12
2021-03-06,12,13,9,7,10,11,13,10,10,12
2021-03-07,9,9,8,15,12,10,12,10,11,11
2021-03-08,11,11,7,9,16,13,10,12,9,9
2021-03-09,12,6,9,11,10,11,12,16,8,12
2021-03-10,8,15,10,8,10,7,9,17,5,18
2021-03-11,8,13,5,11,9,7,17,14,9,14
2021-03-12,8,8,8,13,10,6,15,8,20,11
2021-03-13,16,6,13,14,9,7,14,5,11,12
2021-03-14,12,13,6,11,10,8,10,11,15,11
2021-03-15,8,9,15,11,11,9,11,14,9,10
2021-03-16,7,17,8,16,11,9,17,7,7,8
2021-03-17,12,13,18,8,9,5,10,7,13,12
2021-03-18,7,9,13,14,12,7,17,8,10,10
2021-03-19,17,10,11,10,9,12,3,7,16,12
2021-03-20,9,10,9,13,15,7,11,8,14,11
2021-03-21,11,9,10,15,8,13,18,11,8,4
2021-03-22,8,14,11,9,13,13,9,7,12,11
2021-03-23,6,10,7,11,13,14,11,9,15,11
2021-03-24,16,11,11,4,12,9,11,10,10,13
2021-03-25,10,14,13,10,9,8,8,9,17,9
2021-03-26,8,7,9,10,6,16,13,14,12,12
2021-03-27,11,11,11,15,16,9,5,7,12,10
2021-03-28,12,7,6,14,8,16,12,9,13,10
2021-03-29,16,8,12,9,10,8,11,6,14,13
2021-03-30,9,10,11,10,14,14,7,10,13,9
2021-03-31,12,9,6,9,13,12,12,11,11,12
2021-04-01,10,13,17,10,1,10,10,16,12,8
2021-04-02,9,14,5,6,8,13,16,6,19,11
2021-04-03,8,12,6,18,8,15,13,15,8,4
2021-04-04,4,14,13,14,18,9,8,6,6,15
2021-04-05,11,13,10,8,8,10,16,9,14,8
2021-04-06,10,9,9,12,18,13,10,9,6,11
2021-04-07,10,7,8,13,10,16,12,10,10,11
2021-04-08,11,9,13,13,12,5,10,12,12,10
2021-04-09,9,10,12,15,9,11,9,11,10,11
2021-04-10,6,4,11,13,10,14,14,13,10,12
2021-04-11,12,11,14,10,10,7,8,11,13,11
2021-04-12,9,13,11,8,10,6,13,10,13,14
2021-04-13,12,11,9,9,12,11,7,12,11,13
2021-04-14,9,16,13,11,11,13,5,7,11,11
2021-04-15,13,9,12,13,12,9,15,8,5,11
2021-04-16,9,11,12,12,11,6,12,8,14,12
